date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:03:45	5016/5016	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%221f2b-5676b79ced36f%22	https://www.officedaytime.com/robots.txt		(from )
02:03:46	201313/201313	---M--	200	added ('OK')	text/html	etag:%2231261-607cf7a4179c0%22	https://www.officedaytime.com/simd512e/	D:/websites/officedaytime/officedaytime/www.officedaytime.com/simd512e/index.html	(from )
02:03:47	6814/6814	---MCZ	200	added ('OK')	text/html	etag:W/%221a9e-605d7aca70b40%22	https://www.officedaytime.com/simd512e/simdimg/avx512memo.html	D:/websites/officedaytime/officedaytime/www.officedaytime.com/simd512e/simdimg/avx512memo.html	(from https://www.officedaytime.com/simd512e/)
02:03:48	8923/8923	---MCZ	200	added ('OK')	text/html	etag:W/%2222db-5db5489d92b00%22	https://www.officedaytime.com/simd512e/simdimg/opmaskinst.html	D:/websites/officedaytime/officedaytime/www.officedaytime.com/simd512e/simdimg/opmaskinst.html	(from https://www.officedaytime.com/simd512e/)
02:03:48	321/321	---M--	200	added ('OK')	image/png	etag:%22141-55b7560fc4500%22	https://www.officedaytime.com/simd512e/simdimg/fromto.png	D:/websites/officedaytime/officedaytime/www.officedaytime.com/simd512e/simdimg/fromto.png	(from https://www.officedaytime.com/simd512e/)
02:03:48	1233/1233	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jun%202025%2000:03:47%20GMT	https://www.officedaytime.com/simd512e/simdimg/si.php?f=movdqa	D:/websites/officedaytime/officedaytime/www.officedaytime.com/simd512e/simdimg/si94b0.html	(from https://www.officedaytime.com/simd512e/)
02:03:48	1325/1325	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jun%202025%2000:03:47%20GMT	https://www.officedaytime.com/simd512e/simdimg/si.php?f=movapd	D:/websites/officedaytime/officedaytime/www.officedaytime.com/simd512e/simdimg/sic827.html	(from https://www.officedaytime.com/simd512e/)
02:03:49	1325/1325	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jun%202025%2000:03:48%20GMT	https://www.officedaytime.com/simd512e/simdimg/si.php?f=movaps	D:/websites/officedaytime/officedaytime/www.officedaytime.com/simd512e/simdimg/si6e7c.html	(from https://www.officedaytime.com/simd512e/)
02:03:49	5563/5563	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jun%202025%2000:03:48%20GMT	https://www.officedaytime.com/simd512e/simdimg/vmovdqa.php?f=vmovdqa64	D:/websites/officedaytime/officedaytime/www.officedaytime.com/simd512e/simdimg/vmovdqa3575.html	(from https://www.officedaytime.com/simd512e/)
02:03:49	5571/5571	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jun%202025%2000:03:48%20GMT	https://www.officedaytime.com/simd512e/simdimg/vmovdqa.php?f=vmovdqa32	D:/websites/officedaytime/officedaytime/www.officedaytime.com/simd512e/simdimg/vmovdqaf86c.html	(from https://www.officedaytime.com/simd512e/)
02:03:50	3689/3689	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jun%202025%2000:03:48%20GMT	https://www.officedaytime.com/simd512e/simdimg/vmovdqa.php?f=vmovdqu16	D:/websites/officedaytime/officedaytime/www.officedaytime.com/simd512e/simdimg/vmovdqacca6.html	(from https://www.officedaytime.com/simd512e/)
02:03:50	3667/3667	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jun%202025%2000:03:49%20GMT	https://www.officedaytime.com/simd512e/simdimg/vmovdqa.php?f=vmovdqu8	D:/websites/officedaytime/officedaytime/www.officedaytime.com/simd512e/simdimg/vmovdqaba29.html	(from https://www.officedaytime.com/simd512e/)
02:03:50	1082/1082	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jun%202025%2000:03:49%20GMT	https://www.officedaytime.com/simd512e/simdimg/si.php?f=movhpd	D:/websites/officedaytime/officedaytime/www.officedaytime.com/simd512e/simdimg/sicd8c.html	(from https://www.officedaytime.com/simd512e/)
02:03:50	1082/1082	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jun%202025%2000:03:49%20GMT	https://www.officedaytime.com/simd512e/simdimg/si.php?f=movhps	D:/websites/officedaytime/officedaytime/www.officedaytime.com/simd512e/simdimg/si3206.html	(from https://www.officedaytime.com/simd512e/)
02:03:51	1092/1092	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jun%202025%2000:03:50%20GMT	https://www.officedaytime.com/simd512e/simdimg/si.php?f=movhlps	D:/websites/officedaytime/officedaytime/www.officedaytime.com/simd512e/simdimg/si7a59.html	(from https://www.officedaytime.com/simd512e/)
02:03:51	1092/1092	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jun%202025%2000:03:50%20GMT	https://www.officedaytime.com/simd512e/simdimg/si.php?f=movlhps	D:/websites/officedaytime/officedaytime/www.officedaytime.com/simd512e/simdimg/si2fe4.html	(from https://www.officedaytime.com/simd512e/)
02:03:51	1057/1057	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jun%202025%2000:03:50%20GMT	https://www.officedaytime.com/simd512e/simdimg/si.php?f=movq	D:/websites/officedaytime/officedaytime/www.officedaytime.com/simd512e/simdimg/sidfb1.html	(from https://www.officedaytime.com/simd512e/)
02:03:51	1081/1081	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jun%202025%2000:03:50%20GMT	https://www.officedaytime.com/simd512e/simdimg/si.php?f=movlpd	D:/websites/officedaytime/officedaytime/www.officedaytime.com/simd512e/simdimg/si5228.html	(from https://www.officedaytime.com/simd512e/)
02:03:52	1081/1081	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jun%202025%2000:03:51%20GMT	https://www.officedaytime.com/simd512e/simdimg/si.php?f=movlps	D:/websites/officedaytime/officedaytime/www.officedaytime.com/simd512e/simdimg/sibb26.html	(from https://www.officedaytime.com/simd512e/)
02:03:52	1057/1057	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jun%202025%2000:03:51%20GMT	https://www.officedaytime.com/simd512e/simdimg/si.php?f=movd	D:/websites/officedaytime/officedaytime/www.officedaytime.com/simd512e/simdimg/si6ffc.html	(from https://www.officedaytime.com/simd512e/)
02:03:52	1062/1062	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jun%202025%2000:03:51%20GMT	https://www.officedaytime.com/simd512e/simdimg/si.php?f=vmovw	D:/websites/officedaytime/officedaytime/www.officedaytime.com/simd512e/simdimg/si2182.html	(from https://www.officedaytime.com/simd512e/)
02:03:53	1137/1137	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jun%202025%2000:03:51%20GMT	https://www.officedaytime.com/simd512e/simdimg/si.php?f=movsd	D:/websites/officedaytime/officedaytime/www.officedaytime.com/simd512e/simdimg/si1183.html	(from https://www.officedaytime.com/simd512e/)
02:03:53	1137/1137	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jun%202025%2000:03:52%20GMT	https://www.officedaytime.com/simd512e/simdimg/si.php?f=movss	D:/websites/officedaytime/officedaytime/www.officedaytime.com/simd512e/simdimg/si3389.html	(from https://www.officedaytime.com/simd512e/)
02:03:53	1142/1142	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jun%202025%2000:03:52%20GMT	https://www.officedaytime.com/simd512e/simdimg/si.php?f=vmovsh	D:/websites/officedaytime/officedaytime/www.officedaytime.com/simd512e/simdimg/si161d.html	(from https://www.officedaytime.com/simd512e/)
02:03:53	235/235	---M--	200	added ('OK')	image/png	etag:%22eb-55b757d987d00%22	https://www.officedaytime.com/simd512e/simdimg/from.png	D:/websites/officedaytime/officedaytime/www.officedaytime.com/simd512e/simdimg/from.png	(from https://www.officedaytime.com/simd512e/)
02:03:54	3297/3297	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jun%202025%2000:03:53%20GMT	https://www.officedaytime.com/simd512e/simdimg/vpbroadcast.php?f=vpbroadcastq	D:/websites/officedaytime/officedaytime/www.officedaytime.com/simd512e/simdimg/vpbroadcaste2c1.html	(from https://www.officedaytime.com/simd512e/)
02:03:54	3260/3260	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jun%202025%2000:03:53%20GMT	https://www.officedaytime.com/simd512e/simdimg/vpbroadcast.php?f=vpbroadcastd	D:/websites/officedaytime/officedaytime/www.officedaytime.com/simd512e/simdimg/vpbroadcastaa86.html	(from https://www.officedaytime.com/simd512e/)
02:03:54	3269/3269	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jun%202025%2000:03:53%20GMT	https://www.officedaytime.com/simd512e/simdimg/vpbroadcast.php?f=vpbroadcastw	D:/websites/officedaytime/officedaytime/www.officedaytime.com/simd512e/simdimg/vpbroadcastdea0.html	(from https://www.officedaytime.com/simd512e/)
02:03:54	3250/3250	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jun%202025%2000:03:53%20GMT	https://www.officedaytime.com/simd512e/simdimg/vpbroadcast.php?f=vpbroadcastb	D:/websites/officedaytime/officedaytime/www.officedaytime.com/simd512e/simdimg/vpbroadcast6756.html	(from https://www.officedaytime.com/simd512e/)
02:03:55	1154/1154	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jun%202025%2000:03:54%20GMT	https://www.officedaytime.com/simd512e/simdimg/si.php?f=movddup	D:/websites/officedaytime/officedaytime/www.officedaytime.com/simd512e/simdimg/sidfd7.html	(from https://www.officedaytime.com/simd512e/)
